-5.597,-4.507,1.194,0.90467,0.014216,-0.0031867,-0.0031867,0.012121,0.6,1,0.036232
-5.597,-4.007,1.1876,0.9114,0.010607,-0.0011956,-0.0011956,0.007643,0.83333,1,0.043478
-5.097,-4.007,4.2907,1.0975,0.0017223,-0.00085075,-0.00085075,0.00042025,0.125,1,0.11594
-5.097,-4.007,1.5387,0.71,0.33584,-0.18355,-0.18355,0.12299,0.6875,1,0.11594
-5.097,-3.507,4.3894,1.1513,0.023156,-0.013863,-0.013863,0.014752,0.28571,1,0.10145
-5.097,-3.007,1.3503,0.82013,1.9659,-0.40054,-0.40054,0.15139,0.88889,1,0.13043
-5.097,-3.007,4.3702,1.0625,0.005776,0.00589,0.00589,0.0060063,0.11111,1,0.13043
-5.097,-2.507,1.3364,0.802,0.051841,-0.020101,-0.020101,0.043933,0.77778,1,0.065217
-5.097,-1.507,0.56546,0.60386,1.6764,-0.20948,-0.20948,0.093929,1,1,0.050725
-4.597,-6.007,1.1384,0.12575,3.134,-0.090697,-0.090697,0.0045622,1,1,0.028986
-4.597,-5.507,4.0936,0.36025,1.6943,-0.18206,-0.18206,0.06972,1,1,0.057971
-4.597,-5.007,3.0073,0.57625,1.0123,-0.025852,-0.025852,0.16381,1,1,0.086957
-4.597,-4.507,2.1346,0.8093,1.2899,0.20504,0.20504,0.31935,1,1,0.14493
-4.597,-4.007,1.4725,0.7221,0.37656,-0.17802,-0.17802,0.15589,0.8,1,0.18116
-4.597,-4.007,4.2004,1.0284,0.10697,0.019146,0.019146,0.030286,0.2,1,0.18116
-4.597,-3.507,1.6354,1.143,2.4523,-0.50701,-0.50701,0.57904,0.92,1,0.18116
-4.597,-3.507,4.0547,1.0905,0.03783,0.0053487,0.0053487,0.00075625,0.079999,1,0.18116
-4.597,-3.007,1.2266,0.99143,0.04529,-0.05998,-0.05998,0.11776,0.6087,1,0.16667
-4.597,-3.007,4.3702,1.0625,0.005776,0.00589,0.00589,0.0060063,0.086957,1,0.16667
-4.597,-2.507,1.4208,0.85848,1.4685,-0.2471,-0.2471,0.14583,0.91304,1,0.16667
-4.597,-2.507,4.4537,0.995,0.02544,0.001595,0.001595,0.0001,0.086956,1,0.16667
-4.597,-2.007,0.60593,0.95159,1.0717,-0.032632,-0.032632,0.019839,1,1,0.12319
-4.597,-1.507,0.29011,0.81223,1.4264,-0.20281,-0.20281,0.1119,1,1,0.094203
-4.097,-6.007,3.677,0.63717,0.28472,0.0029489,0.0029489,0.11615,0.72,1,0.18116
-4.097,-6.007,0.7,0.5,0.10175,0.03508,0.03508,0.063866,0.28,1,0.18116
-4.097,-5.507,3.5721,0.6703,0.32596,-0.010842,-0.010842,0.098896,0.5865,1,0.24638
-4.097,-5.507,0.91749,0.58991,0.18234,-0.0042626,-0.0042626,0.12992,0.4135,1,0.24638
-4.097,-5.007,2.4038,0.72367,1.2002,-0.01722,-0.01722,0.044823,0.94737,1,0.13768
-4.097,-4.507,2.0597,0.87662,1.3959,0.22587,0.22587,0.23631,1,1,0.15217
-4.097,-4.007,1.2188,0.89525,0.88165,-0.12909,-0.12909,0.096639,0.88889,1,0.19565
-4.097,-4.007,4.0732,1.1355,0.045369,0.015442,0.015442,0.0052563,0.074074,1,0.19565
-4.097,-3.507,1.5318,1.0296,1.0768,-0.2037,-0.2037,0.36133,0.90918,1,0.23913
-4.097,-3.507,3.9925,1.0693,0.011616,0.00083397,0.00083397,8.0234e-05,0.090822,1,0.23913
-4.097,-3.007,1.0842,1.046,0.022412,-0.005325,-0.005325,0.07177,0.68,1,0.18116
-4.097,-3.007,4.1397,1.1217,0.021406,0.0019882,0.0019882,0.022076,0.24,1,0.18116
-4.097,-2.507,1.1188,1.1988,0.01564,-0.0061371,-0.0061371,0.033835,0.75,1,0.11594
-4.097,-2.507,4.1469,1.2205,0.011248,0.00037012,0.00037012,0.0028383,0.25,1,0.11594
-4.097,-2.007,1.2927,1.0439,0.89996,0.077564,0.077564,0.02702,1,1,0.15942
-4.097,-1.507,1.0484,1.0157,0.69626,0.085404,0.085404,0.03535,1,1,0.13043
-4.097,-1.007,0.98,1.0842,0.028641,-0.0060842,-0.0060842,0.016029,0.75,1,0.057971
-4.097,-0.507,0.9685,0.93825,0.0045483,0.0066904,0.0066904,0.014983,0.66667,1,0.043478
-3.597,-6.007,3.5722,0.72372,0.089378,-0.0053791,-0.0053791,0.048954,0.69231,1,0.18841
-3.597,-6.007,0.75125,0.646,0.092313,-0.072022,-0.072022,0.11283,0.30769,1,0.18841
-3.597,-5.507,0.80611,0.75917,0.18064,-0.081874,-0.081874,0.1426,0.36,1,0.36232
-3.597,-5.507,3.6088,0.82878,0.10986,-0.027658,-0.027658,0.06557,0.64,1,0.36232
-3.597,-5.007,3.5341,0.88839,0.082485,0.01161,0.01161,0.03585,0.58064,1,0.22464
-3.597,-5.007,1.0686,0.83807,0.18182,-0.051214,-0.051214,0.074933,0.41936,1,0.22464
-3.597,-4.507,1.9742,0.9088,1.0749,0.036889,0.036889,0.013264,1,1,0.1087
-3.597,-4.007,1.6286,0.99081,0.62006,-0.0012636,-0.0012636,0.02273,1,1,0.11594
-3.597,-3.507,1.5355,0.95048,0.73911,0.011301,0.011301,0.033384,1,1,0.19565
-3.597,-3.007,1.2444,0.9997,0.18257,-0.028382,-0.028382,0.036988,0.79412,1,0.24638
-3.597,-3.007,4.106,1.1069,0.050758,-0.00097359,-0.00097359,0.016274,0.20588,1,0.24638
-3.597,-2.507,1.0962,1.0664,0.033624,-0.0074103,-0.0074103,0.032029,0.72727,1,0.15942
-3.597,-2.507,4.233,1.0586,0.0067062,0.0078987,0.0078987,0.013289,0.22727,1,0.15942
-3.597,-2.007,0.961,1.0656,0.11061,0.027384,0.027384,0.044815,0.66667,1,0.13043
-3.597,-2.007,4.2294,1.1275,0.014923,-0.01598,-0.01598,0.023432,0.33333,1,0.13043
-3.597,-1.507,0.82822,1.0434,0.18283,0.057169,0.057169,0.04442,0.85714,1,0.15217
-3.597,-1.507,4.0045,1.1543,0.036204,0.0067102,0.0067102,0.020498,0.14286,1,0.15217
-3.597,-1.007,0.9175,1.0725,0.0042903,0.00062225,0.00062225,9.025e-05,0.11765,1,0.12319
-3.597,-0.507,1.0317,0.9826,0.010959,0.0022795,0.0022795,0.016306,1,1,0.072464
-3.597,-0.007,0.9162,0.9914,0.014313,-0.0011029,-0.0011029,0.015062,0.71429,1,0.050725
-3.097,-6.007,3.5711,0.79344,0.047564,0.012966,0.012966,0.040237,1,1,0.065217
-3.097,-5.507,0.29283,1.0032,0.013546,0.013047,0.013047,0.068484,0.15385,1,0.28261
-3.097,-5.507,3.6354,0.84603,0.10731,-0.017897,-0.017897,0.065746,0.82051,1,0.28261
-3.097,-5.007,3.5662,0.89362,0.27345,-0.030923,-0.030923,0.055929,0.74359,1,0.28261
-3.097,-5.007,0.3529,0.998,0.015943,-0.0020659,-0.0020659,0.032901,0.25641,1,0.28261
-3.097,-4.507,2.6184,0.95582,1.7402,-0.021236,-0.021236,0.016517,1,1,0.12319
-3.097,-4.007,2.4752,1.0515,0.037103,-0.017131,-0.017131,0.0096143,0.57143,1,0.050725
-3.097,-3.507,1.5713,0.9685,0.25071,-0.001382,-0.001382,0.0051588,1,1,0.072464
-3.097,-3.007,1.3507,0.92736,0.00055088,0.0022856,0.0022856,0.0094826,0.094498,1,0.086957
-3.097,-3.007,1.348,0.91614,0.0005499,0.0022815,0.0022815,0.0094657,0.072169,1,0.086957
-3.097,-2.507,0.983,1.0097,0.050168,-0.012069,-0.012069,0.014631,0.80769,1,0.18841
-3.097,-2.507,4.0542,1.1062,0.068,-0.0096172,-0.0096172,0.0023034,0.19231,1,0.18841
-3.097,-2.007,0.96363,1.0681,0.046216,0.00042651,0.00042651,0.019072,0.76,1,0.18116
-3.097,-2.007,4.0467,1.1037,0.14725,-0.04104,-0.04104,0.01824,0.24,1,0.18116
-3.097,-1.507,3.986,1.0402,0.07051,-0.016182,-0.016182,0.011737,0.22727,1,0.15942
-3.097,-1.507,0.84541,1.0416,0.13402,0.039006,0.039006,0.033806,0.77273,1,0.15942
-3.097,-1.007,0.82433,1.0463,0.083609,0.013331,0.013331,0.022655,0.81818,1,0.15942
-3.097,-0.507,0.98836,1.1847,0.026176,-0.024395,-0.024395,0.075143,0.91667,1,0.086957
-3.097,-0.007,0.82789,1.0987,0.026687,0.016466,0.016466,0.068099,1,1,0.065217
-2.597,-5.507,3.5514,0.82425,0.045851,0.0046703,0.0046703,0.024318,0.72727,1,0.15942
-2.597,-5.507,0.20433,0.98733,0.00010756,-0.00047911,-0.00047911,0.0021342,0.13636,1,0.15942
-2.597,-5.007,3.5267,0.8955,0.04649,-0.00017624,-0.00017624,0.022568,0.73469,1,0.35507
-2.597,-5.007,0.3775,0.99208,0.031069,-0.0011491,-0.0011491,0.0056719,0.2449,1,0.35507
-2.597,-4.507,3.4047,1.0151,0.073388,-0.0036669,-0.0036669,0.013283,0.81481,1,0.19565
-2.597,-4.507,0.4214,1.0476,0.034082,-0.00097524,-0.00097524,0.002753,0.18519,1,0.19565
-2.597,-4.007,3.3647,1.129,0.0018923,0.0004785,0.0004785,0.000121,0.33333,1,0.043478
-2.597,-2.507,0.94363,1.0026,0.054571,-0.0043988,-0.0043988,0.005893,0.88889,1,0.065217
-2.597,-2.007,0.923,0.9924,0.037693,-0.0064299,-0.0064299,0.015754,0.88235,1,0.12319
-2.597,-1.507,0.847,1.0214,0.051671,0.0046002,0.0046002,0.018593,0.84,1,0.18116
-2.597,-1.007,0.84253,1.063,0.094009,0.014222,0.014222,0.020513,0.73913,1,0.16667
-2.597,-1.007,3.8259,1.1255,0.037717,-0.019575,-0.019575,0.014895,0.26087,1,0.16667
-2.597,-0.507,0.89521,1.1593,0.040065,-0.0046956,-0.0046956,0.023095,0.77778,1,0.13043
-2.597,-0.007,0.8669,1.1277,0.037326,0.0092621,0.0092621,0.043925,1,1,0.072464
-2.597,0.493,0.9636,1.0899,0.019912,0.0069691,0.0069691,0.018084,1,1,0.072464
-2.597,0.993,0.82717,1.054,0.03207,0.0040975,0.0040975,0.022216,0.75,1,0.057971
-2.597,1.493,3.8177,0.961,0.0010563,-0.0012675,-0.0012675,0.001521,0.5,1,0.028986
-2.097,-5.507,3.5212,0.8724,0.059933,-0.0043644,-0.0043644,0.025289,0.76923,1,0.094203
-2.097,-5.507,0.5115,0.9185,0.0022563,0.0011637,0.0011637,0.00060025,0.15385,1,0.094203
-2.097,-5.007,0.44536,0.99473,0.048852,-0.010349,-0.010349,0.010466,0.25581,1,0.31159
