0.02,32001,3.638,5.071,0.0,0.0
0.43,32001,3.632,5.068,0.0,0.0
0.84,32001,3.635,5.065,0.1,-1.571
1.24,32001,3.633,5.062,0.0,0.0
1.65,32001,3.621,5.059,0.1,3.142
2.06,32001,3.586,5.043,0.1,3.142
2.47,32001,3.598,5.037,0.141,-0.785
2.88,32001,3.63,5.029,0.1,-1.571
3.29,32001,3.619,5.02,0.1,1.571
3.7,32001,3.665,4.96,0.361,-0.588
4.11,32001,3.691,4.866,0.316,-1.249
4.52,32001,3.758,4.832,0.141,0.785
4.92,32001,3.748,4.907,0.412,1.816
5.32,32001,3.731,5.049,0.2,1.571
5.73,32001,3.756,5.098,0.141,-2.356
6.14,32001,3.711,5.123,0.1,1.571
6.54,32001,3.784,5.189,0.283,0.785
6.94,32001,3.847,5.163,0.4,-1.571
7.35,32001,3.867,5.026,0.316,-1.249
7.75,32001,3.885,4.852,0.5,-1.571
8.15,32001,3.947,4.71,0.728,-1.849
8.55,32001,3.712,4.52,0.806,-2.622
8.96,32001,3.47,4.34,0.707,-2.356
9.37,32001,3.281,4.036,0.583,-2.111
9.77,32001,3.071,3.822,0.849,-2.356
10.17,32001,2.776,3.614,0.849,-2.356
10.57,32001,2.62,3.319,0.825,-1.816
10.97,32001,2.547,2.982,0.894,-2.034
11.38,32001,2.356,2.637,0.943,-2.129
11.79,32001,2.174,2.314,0.806,-1.695
12.19,32001,2.126,1.961,0.8,-1.571
12.59,32001,1.994,1.595,1.118,-2.034
12.99,32001,1.787,1.255,0.985,-1.989
13.39,32001,1.718,0.899,1.005,-1.67
13.8,32001,1.649,0.553,0.894,-2.034
14.21,32001,1.436,0.234,0.922,-2.279
14.62,32001,1.283,-0.059,0.949,-1.893
15.02,32001,1.157,-0.397,0.854,-1.93
15.42,32001,0.944,-0.684,1.063,-2.29
15.82,32001,0.74,-0.981,0.825,-1.816
16.23,32001,0.726,-1.292,0.825,-1.326
16.64,32001,0.733,-1.566,0.632,-1.893
17.05,32001,0.592,-1.781,0.566,-2.356
17.46,32001,0.469,-1.965,0.412,-1.816
17.87,32001,0.503,-2.147,0.447,-1.107
18.28,32001,0.55,-2.311,0.316,-1.249
18.69,32001,0.52,-2.34,0.224,-2.034
19.1,32001,0.426,-2.442,0.412,-2.897
19.51,32001,0.185,-2.39,0.707,3.0
19.92,32001,-0.02,-2.397,0.447,-2.678
20.33,32001,-0.126,-2.628,0.906,-1.681
20.73,32001,-0.267,-2.944,0.781,-2.266
21.14,32001,-0.495,-3.17,0.781,-2.447
21.55,32001,-0.712,-3.416,0.762,-1.976
21.96,32001,-0.831,-3.764,0.728,-1.849
22.37,32001,-1.016,-3.993,1.0,-2.498
22.78,32001,-1.394,-4.226,0.86,-2.521
23.19,32001,-1.613,-4.455,0.781,-2.266
23.6,32001,-1.899,-4.694,0.854,-2.783
24.01,32001,-2.302,-4.848,0.922,-2.923
24.42,32001,-2.614,-4.982,0.86,-2.521
24.83,32001,-2.893,-5.187,3.905,1.338
25.8,32001,-3.664,-5.578,0.886,-2.667
30.9,32002,-5.228,-4.396,0.781,0.695
31.3,32002,-5.198,-4.03,0.806,1.695
31.71,32002,-5.117,-3.735,0.894,1.107
33.59,32003,-4.302,-2.044,1.077,1.19
34.0,32003,-4.12,-1.633,1.03,1.064
34.41,32003,-3.863,-1.317,0.99,0.785
34.81,32003,-3.601,-1.003,1.082,0.983
35.22,32003,-3.392,-0.571,1.03,1.064
35.63,32003,-3.105,-0.255,1.063,0.719
36.04,32003,-2.732,0.007,1.063,0.719
36.45,32003,-2.39,0.372,1.14,0.91
36.86,32003,-2.033,0.639,1.166,0.54
37.27,32003,-1.598,0.906,1.14,0.661
37.68,32003,-1.225,1.271,1.273,0.785
38.09,32003,-0.87,1.592,1.204,0.727
38.5,32003,-0.467,1.907,1.14,0.91
38.91,32003,-0.161,2.333,1.204,0.844
39.31,32003,0.178,2.653,1.204,0.727
39.72,32003,0.572,3.0,1.345,0.838
40.13,32003,0.943,3.446,1.421,0.885
40.54,32003,1.421,3.776,1.389,0.528
40.95,32003,1.829,4.156,1.36,0.942
41.36,32003,2.138,4.637,1.204,0.844
41.77,32003,2.508,5.007,1.414,0.785
42.18,32003,2.777,5.397,1.118,1.107
42.59,32003,3.017,5.835,1.14,0.91
43.0,32003,3.345,6.178,1.063,0.719
43.41,32003,3.633,6.559,1.118,1.107
43.81,32003,3.865,6.964,1.082,0.983
44.22,32003,4.106,7.264,0.99,0.785
69.26,32004,5.594,3.816,0.922,-2.433
69.67,32004,5.214,3.608,0.922,-2.433
70.08,32004,4.873,3.323,1.131,-2.356
70.48,32004,4.584,2.944,0.99,-2.356
70.89,32004,4.233,2.651,1.281,-2.467
71.29,32004,3.917,2.361,1.082,-2.159
71.7,32004,3.678,1.964,1.0,-2.214
72.11,32004,3.378,1.648,1.131,-2.356
72.51,32004,3.078,1.356,1.063,-2.29
72.92,32004,2.833,0.96,1.166,-2.111
73.33,32004,2.547,0.629,1.131,-2.356
73.73,32004,2.25,0.323,1.03,-2.078
74.14,32004,2.098,-0.097,1.14,-1.837
74.54,32004,1.934,-0.446,1.03,-2.078
74.95,32004,1.724,-0.787,0.894,-2.034
75.36,32004,1.594,-1.151,1.17,-1.92
75.76,32004,1.479,-1.515,0.894,-2.034
76.17,32004,1.261,-1.851,1.0,-2.214
76.58,32004,1.14,-2.178,0.906,-1.681
81.92,32005,0.101,-3.538,0.566,-2.356
82.33,32005,-0.072,-3.807,0.894,-2.034
82.73,32005,-0.244,-3.963,0.707,-3.0
83.14,32005,-0.591,-4.071,0.825,-2.897
83.54,32005,-1.003,-4.23,1.02,-2.944
83.95,32005,-1.334,-4.405,0.806,-2.622
84.36,32005,-1.617,-4.577,0.854,-2.783
84.76,32005,-1.92,-4.718,0.86,-2.521
85.17,32005,-2.241,-4.976,0.86,-2.521
85.58,32005,-2.696,-5.068,0.985,-2.723
85.98,32005,-3.033,-5.284,0.849,-2.356
86.39,32005,-3.313,-5.523,0.86,-2.521
103.01,32006,0.868,4.222,1.221,0.611
103.42,32006,1.264,4.516,1.063,0.852
103.83,32006,1.547,4.878,0.849,0.785
104.23,32006,1.91,5.111,0.943,0.559
104.64,32006,2.32,5.362,1.131,0.785
105.04,32006,2.608,5.717,0.943,1.012
105.45,32006,2.954,5.992,1.281,0.675
105.86,32006,3.275,6.255,1.063,0.852
106.26,32006,3.519,6.617,0.894,1.107
106.67,32006,3.835,6.904,1.204,0.727
107.08,32006,4.162,7.245,1.118,1.107
137.75,32007,4.946,7.045,6.042,-1.788
140.36,32007,3.658,4.911,0.968,-2.105
140.77,32007,3.385,4.732,1.14,-2.481
141.18,32007,3.048,4.425,1.082,-2.159
141.58,32007,2.862,4.067,0.762,-1.976
141.99,32007,2.623,3.751,1.063,-2.29
142.4,32007,2.35,3.436,1.03,-2.078
142.8,32007,2.212,3.055,1.118,-1.751
143.21,32007,2.092,2.697,0.985,-1.989
143.61,32007,1.933,2.3,0.906,-1.681
144.02,32007,1.932,1.889,1.105,-1.48
144.43,32007,1.945,1.518,0.825,-1.816
144.83,32007,1.84,1.158,0.806,-2.09
145.24,32007,1.839,0.791,0.906,-1.46
145.65,32007,1.866,0.434,0.806,-1.695
146.05,32007,1.74,0.125,0.943,-2.129
146.46,32007,1.596,-0.187,0.806,-1.695
146.86,32007,1.568,-0.552,0.9,-1.571
147.27,32007,1.472,-0.841,0.762,-1.976
147.68,32007,1.318,-1.143,0.781,-2.266
148.08,32007,1.25,-1.469,0.906,-1.681
148.49,32007,1.248,-1.812,1.044,-1.862
148.9,32007,1.088,-2.052,0.781,-2.447
149.3,32007,0.859,-2.243,0.762,-1.976
149.71,32007,0.821,-2.437,0.51,-1.373
154.02,32008,0.687,-2.536,0.64,2.246
154.43,32008,0.556,-2.413,0.316,2.82
154.83,32008,0.579,-2.294,0.5,0.644
155.24,32008,0.64,-2.23,0.632,1.893
155.65,32008,0.448,-1.992,0.64,2.246
156.05,32008,0.267,-1.782,0.781,2.266
156.46,32008,0.001,-1.466,0.99,2.356
156.86,32008,-0.182,-1.162,0.854,1.93
157.27,32008,-0.267,-0.773,0.825,1.816
157.68,32008,-0.412,-0.394,1.077,1.951
158.08,32008,-0.501,-0.011,1.0,1.571
158.49,32008,-0.441,0.434,0.949,1.249
158.9,32008,-0.437,0.868,1.105,1.661
159.3,32008,-0.428,1.274,0.949,1.249
159.71,32008,-0.271,1.644,1.082,0.983
160.11,32008,-0.111,2.011,1.044,1.279
160.52,32008,0.056,2.423,1.0,0.927
160.93,32008,0.365,2.74,1.082,0.588
161.33,32008,0.685,3.031,1.14,0.91
161.74,32008,0.98,3.355,1.131,0.785
162.15,32008,1.37,3.588,1.208,0.427
162.55,32008,1.735,3.807,0.99,0.785
162.96,32008,2.015,4.137,0.922,0.862
163.36,32008,2.309,4.408,1.063,0.719
163.77,32008,2.627,4.71,1.221,0.96
164.18,32008,2.865,5.115,0.985,1.153
164.58,32008,3.148,5.437,1.131,0.785
164.99,32008,3.457,5.772,1.166,1.03
165.4,32008,3.659,6.173,1.17,1.222
165.8,32008,3.853,6.519,1.082,0.983
166.21,32008,4.103,6.894,0.985,1.153
166.61,32008,4.168,7.351,1.204,1.488
191.4,32009,5.772,3.235,1.131,-2.356
191.8,32009,5.467,2.974,1.166,-2.601
192.21,32009,5.077,2.723,1.063,-2.423
192.61,32009,4.807,2.342,1.304,-2.138
193.02,32009,4.528,2.012,1.063,-2.423
193.43,32009,4.189,1.754,1.0,-2.498
193.83,32009,3.855,1.425,1.414,-2.356
194.24,32009,3.494,1.158,0.943,-2.583
194.65,32009,3.101,0.899,1.221,-2.531
195.05,32009,2.858,0.528,1.208,-1.997
195.46,32009,2.637,0.127,1.14,-2.232
195.86,32009,2.364,-0.235,0.922,-2.279
196.27,32009,2.227,-0.576,0.922,-1.789
196.68,32009,2.115,-0.995,1.118,-2.034
197.08,32009,1.912,-1.392,1.082,-2.159
197.49,32009,1.794,-1.752,0.825,-1.816
198.11,32010,1.628,-2.357,0.943,-2.129
207.33,32011,0.106,-3.32,0.806,-2.622
207.74,32011,-0.203,-3.474,0.825,-2.897
208.15,32011,-0.406,-3.716,0.943,-2.129
208.55,32011,-0.582,-4.015,0.86,-2.521
208.96,32011,-0.924,-4.209,1.118,-2.678
209.36,32011,-1.241,-4.417,0.922,-2.433
209.77,32011,-1.538,-4.715,0.849,-2.356
210.18,32011,-1.898,-4.895,0.985,-2.723
210.58,32011,-2.296,-5.056,1.082,-2.554
210.99,32011,-2.653,-5.389,1.063,-2.423
211.4,32011,-2.973,-5.546,0.762,-2.737
211.85,32011,-3.392,-5.644,1.083,-2.968
228.22,32012,-5.252,-4.398,1.0,1.571
228.62,32012,-5.228,-4.038,0.949,1.249
229.02,32012,-5.081,-3.707,1.03,1.064
230.99,32013,-4.406,-1.891,1.044,1.279
231.4,32013,-4.295,-1.545,0.806,1.052
231.8,32013,-4.082,-1.238,1.0,0.927
232.21,32013,-3.916,-0.865,0.949,1.249
232.61,32013,-3.786,-0.498,0.943,1.012
233.02,32013,-3.564,-0.228,0.922,0.709
233.43,32013,-3.324,0.05,0.894,1.107
233.83,32013,-3.137,0.401,0.894,1.107
234.24,32013,-2.875,0.682,1.0,0.644
234.65,32013,-2.568,0.933,0.781,0.876
235.05,32013,-2.37,1.269,1.166,1.03
235.46,32013,-2.153,1.56,0.781,0.695
235.86,32013,-1.825,1.745,0.781,0.695
236.27,32013,-1.56,1.939,0.86,0.62
236.68,32013,-1.262,2.219,1.0,0.644
237.08,32013,-0.952,2.406,0.943,0.559
237.49,32013,-0.644,2.593,0.922,0.709
238.56,32014,0.112,3.108,0.922,0.219
238.96,32014,0.428,3.335,1.281,0.896
239.51,32015,0.748,3.817,0.86,0.62
239.91,32015,1.029,4.075,0.86,0.62
240.31,32015,1.198,4.332,0.854,1.212
240.71,32015,1.278,4.646,0.728,1.292
241.11,32015,1.495,4.847,0.806,0.519
241.52,32015,1.804,5.003,0.849,0.785
241.93,32015,2.028,5.251,0.922,0.862
242.33,32015,2.234,5.463,0.671,0.464
242.74,32015,2.534,5.617,0.728,0.278
243.15,32015,2.808,5.846,1.14,0.91
243.55,32015,3.049,6.198,0.922,0.862
243.96,32015,3.331,6.366,0.762,0.405
244.36,32015,3.63,6.489,0.922,0.862
